KldB_Code,KldB_Label,ESCO_Code,ESCO_Label
B 62102-109,Einzelhandelskaufmann/Einzelhandelskauffrau,bf89925d-00a1-4f94-ab3b-2148c887af33,Einzelhändler/Einzelhändlerin
B 62103-113,Geprüfter Fachwirt für Vertrieb im Einzelhandel/Geprüfte Fachwirtin für Vertrieb im Einzelhandel,bf89925d-00a1-4f94-ab3b-2148c887af33,Einzelhändler/Einzelhändlerin
B 91214-102,Wirtschaftsethiker/Wirtschaftsethikerin,bfc92738-128b-44f5-92d4-51b10df17961,Philosoph/Philosophin
B 91214-106,Philosoph/Philosophin,bfc92738-128b-44f5-92d4-51b10df17961,Philosoph/Philosophin
B 41312-101,Chemiebetriebsjungwerker/Chemiebetriebsjungwerkerin,bfdc096e-e450-424d-9340-46968047ed68,Fachkraft in der Nitroglycerinherstellung (Neutralisation)
B 41312-102,Chemikant/Chemikantin,bfdc096e-e450-424d-9340-46968047ed68,Fachkraft in der Nitroglycerinherstellung (Neutralisation)
B 41312-108,Produktionsfachkraft Chemie,bfdc096e-e450-424d-9340-46968047ed68,Fachkraft in der Nitroglycerinherstellung (Neutralisation)
B 72212-102,Kaufmännischer Assistent/Wirtschaftsassistent / Kaufmännische Assistentin/Wirtschaftsassistentin - DV/Rechnungswesen,bfe142b9-a049-4d41-89c4-fd2f34ac56b6,Buchhaltungsassistent/Buchhaltungsassistentin
B 71302-104,Staatlich geprüfter kaufmännischer Assistent für Betriebswirtschaft/Staatlich geprüfte kaufmännische Assistentin für Betriebswirtschaft,bfe142b9-a049-4d41-89c4-fd2f34ac56b6,Buchhaltungsassistent/Buchhaltungsassistentin
B 72213-111,Assistent/Assistentin / Fachkraft für Rechnungswesen,bfe142b9-a049-4d41-89c4-fd2f34ac56b6,Buchhaltungsassistent/Buchhaltungsassistentin
B 42314-100,Umweltanalytiker/Umweltanalytikerin,bff716c9-42c7-471e-8af0-582f799fb29a,Umweltanalytiker Aquakultur/Umweltanalytikerin Aquakultur
B 42314-101,Umweltgutachter/Umweltgutachterin,bff716c9-42c7-471e-8af0-582f799fb29a,Umweltanalytiker Aquakultur/Umweltanalytikerin Aquakultur
B 91234-105,Archäologe/Archäologin,bff7e8a3-6206-4d38-b25f-fcb6e634c7af,Hochschullehrkraft für Archäologie
B 82524-103,Ingenieur/Ingenieurin für Augenoptik/Optometrie,bffbe18a-cb8b-4f90-bd87-7505cd3b16f5,Optometrist/Optometristin
B 82523-108,Optometrist/Optometristin,bffbe18a-cb8b-4f90-bd87-7505cd3b16f5,Optometrist/Optometristin
B 84124-121,Lehrer/Lehrerin an Gymnasien,c011a88b-95ab-46ad-ad30-539e3fc56092,Lehrkraft für Deutsche Sprache und Literatur Sekundarstufe
B 84124-143,Lehrer/Lehrerin für Schularten der Sekundarstufe I,c011a88b-95ab-46ad-ad30-539e3fc56092,Lehrkraft für Deutsche Sprache und Literatur Sekundarstufe
B 72123-114,Finanzmakler/Finanzmaklerin,c01cdf85-3ce0-4d12-ae86-e4e63493fafa,Finanzmakler/Finanzmaklerin
B 84304-218,Forschungsreferent/Forschungsreferentin,c02ee787-c30b-4f0d-9d7f-6eb36fc44a5d,Forschungsleiter/Forschungsleiterin
B 27194-100,Leiter/Leiterin in der Forschung und Entwicklung,c02ee787-c30b-4f0d-9d7f-6eb36fc44a5d,Forschungsleiter/Forschungsleiterin
B 27104-177,Leiter einer Forschungsgruppe/Leiterin einer Forschungsgruppe,c02ee787-c30b-4f0d-9d7f-6eb36fc44a5d,Forschungsleiter/Forschungsleiterin
B 27194-109,Leiter/Leiterin - Innovationsmanagement,c02ee787-c30b-4f0d-9d7f-6eb36fc44a5d,Forschungsleiter/Forschungsleiterin
B 29242-100,Fischverarbeiter/Fischverarbeiterin,c0386702-0699-4550-920b-1f7027c9a3d9,Fischverarbeiter/Fischverarbeiterin
B 29242-106,Fischwerker/Fischwerkerin,c0386702-0699-4550-920b-1f7027c9a3d9,Fischverarbeiter/Fischverarbeiterin
B 72123-111,Börsenhändler/Börsenhändlerin,c0463fbe-7914-48ac-84ec-abaee1a7f292,Wertpapiermakler/Wertpapiermaklerin
B 92203-101,PR-Fachkraft,c0489e22-6a1b-4e52-974a-eb71bbb42134,Public-Relations-Fachkraft
B 92203-107,Corporate Profiler/Corporate Profilerin,c0489e22-6a1b-4e52-974a-eb71bbb42134,Public-Relations-Fachkraft
B 92203-108,Public-Relations-Manager/Public-Relations-Managerin,c0489e22-6a1b-4e52-974a-eb71bbb42134,Public-Relations-Fachkraft
B 92203-110,Assistent/Assistentin in der Pressestelle,c0489e22-6a1b-4e52-974a-eb71bbb42134,Public-Relations-Fachkraft
B 93304-118,Bildender Künstler/Bildende Künstlerin,c05090e2-d599-46c8-a47b-3d52a893ca55,Maskengestalter/Maskengestalterin
B 82343-101,Maskenbildner/Maskenbildnerin (Hochschule),c05090e2-d599-46c8-a47b-3d52a893ca55,Maskengestalter/Maskengestalterin
B 25212-108,Pannendienstfahrer/Pannendienstfahrerin,c0749528-ee2a-41bd-a1f6-c13825b5e569,Pannendienstfahrer/Pannendienstfahrerin
B 12122-102,Gärtner/Gärtnerin Fachrichtung Baumschule,c0768628-46ad-4077-aee0-66ab6d7711df,Fachverkäufer für Blumen und Pflanzen/Fachverkäuferin für Blumen und Pflanzen
B 12122-104,Gärtner/Gärtnerin Fachrichtung Staudengärtnerei,c0768628-46ad-4077-aee0-66ab6d7711df,Fachverkäufer für Blumen und Pflanzen/Fachverkäuferin für Blumen und Pflanzen
B 12122-105,Gärtner/Gärtnerin Fachrichtung Zierpflanzenbau,c0768628-46ad-4077-aee0-66ab6d7711df,Fachverkäufer für Blumen und Pflanzen/Fachverkäuferin für Blumen und Pflanzen
B 62262-100,Verkaufsgärtner/Verkaufsgärtnerin,c0768628-46ad-4077-aee0-66ab6d7711df,Fachverkäufer für Blumen und Pflanzen/Fachverkäuferin für Blumen und Pflanzen
B 62262-101,Geprüfter Kundenberater/Geprüfte Kundenberaterin im Gartenbau,c0768628-46ad-4077-aee0-66ab6d7711df,Fachverkäufer für Blumen und Pflanzen/Fachverkäuferin für Blumen und Pflanzen
B 12202-101,Florist/Floristin,c0768628-46ad-4077-aee0-66ab6d7711df,Fachverkäufer für Blumen und Pflanzen/Fachverkäuferin für Blumen und Pflanzen
B 62262-103,"Kaufmann/Kauffrau im Einzelhandel Fachbereich Heimwerkerbedarf und Werkzeuge, Pflanzen und Gartenbedarf, Zoofachhandel",c0768628-46ad-4077-aee0-66ab6d7711df,Fachverkäufer für Blumen und Pflanzen/Fachverkäuferin für Blumen und Pflanzen
B 62262-104,Fachverkäufer/Fachverkäuferin für Pflanzen und Saatgut,c0768628-46ad-4077-aee0-66ab6d7711df,Fachverkäufer für Blumen und Pflanzen/Fachverkäuferin für Blumen und Pflanzen
B 12203-100,Staatlich geprüfter Gestalter/Staatlich geprüfte Gestalterin für Blumenkunst,c0768628-46ad-4077-aee0-66ab6d7711df,Fachverkäufer für Blumen und Pflanzen/Fachverkäuferin für Blumen und Pflanzen
B 26252-189,Elektroniker/Elektronikerin für Betriebstechnik,c07ab008-79c1-4516-8dcc-8289f797dc34,Bergbauelektriker/Bergbauelektrikerin
B 11401-101,Helfer/Helferin in der Fischwirtschaft,c0a15ec7-10e6-45e7-b69c-b85ff6f4f87f,Aquakulturarbeiter/Aquakulturarbeiterin
B 24142-119,Gusskontrolleur/Gusskontrolleurin,c0a35355-be44-44c0-82d2-acf8363ed45e,Qualitätsprüfer - Metallprodukte/Qualitätsprüferin - Metallprodukte
B 27312-125,Qualitätskontrolleur/Qualitätskontrolleurin,c0a35355-be44-44c0-82d2-acf8363ed45e,Qualitätsprüfer - Metallprodukte/Qualitätsprüferin - Metallprodukte
B 26312-181,Elektroniker/Elektronikerin Fachrichtung Informations- und Telekommunikationstechnik,c0c1364d-f784-4e76-8d3f-1e998dc6545d,Servicetechniker - Sicherheits- und Alarmanlagen/Servicetechnikerin - Sicherheits- und Alarmanlagen
B 53183-100,Servicetechniker/Servicetechnikerin für Sicherheits- und Alarmanlagen,c0c1364d-f784-4e76-8d3f-1e998dc6545d,Servicetechniker - Sicherheits- und Alarmanlagen/Servicetechnikerin - Sicherheits- und Alarmanlagen
B 53183-102,Geprüfter Schließ- und Sicherungstechniker/Geprüfte Schließ- und Sicherungstechnikerin,c0c1364d-f784-4e76-8d3f-1e998dc6545d,Servicetechniker - Sicherheits- und Alarmanlagen/Servicetechnikerin - Sicherheits- und Alarmanlagen
B 26312-311,Elektroniker/Elektronikerin für Informations- und Systemtechnik,c0c1364d-f784-4e76-8d3f-1e998dc6545d,Servicetechniker - Sicherheits- und Alarmanlagen/Servicetechnikerin - Sicherheits- und Alarmanlagen
B 22322-104,Holzbearbeitungsmechaniker/Holzbearbeitungsmechanikerin Fachrichtung Holzleimbauindustrie,c0eb9240-4f70-4393-bdf0-723ce7fdbd36,Faserplattenpresser/Faserplattenpresserin
B 22322-105,Holzbearbeitungsmechaniker/Holzbearbeitungsmechanikerin Fachrichtung Holzwerkstoffindustrie,c0eb9240-4f70-4393-bdf0-723ce7fdbd36,Faserplattenpresser/Faserplattenpresserin
B 22302-107,Holzbearbeitungsmechaniker/Holzbearbeitungsmechanikerin,c0eb9240-4f70-4393-bdf0-723ce7fdbd36,Faserplattenpresser/Faserplattenpresserin
B 42334-100,Dekontreiniger/Dekontreinigerin,c0ec3a06-1dac-4c21-9f08-4c9dfbc9d6cf,Dekontaminateur/Dekontaminateurin
B 23493-100,Buchbindermeister/Buchbindermeisterin,c11e2b53-06f7-465f-9b5c-708016bc96f4,Falzmaschinenbediener/Falzmaschinenbedienerin
B 23422-100,Buchbinder/Buchbinderin Fachrichtung Einzel- und Sonderfertigung,c11e2b53-06f7-465f-9b5c-708016bc96f4,Falzmaschinenbediener/Falzmaschinenbedienerin
B 23422-101,Buchbinder/Buchbinderin Fachrichtung Buchfertigung (Serie),c11e2b53-06f7-465f-9b5c-708016bc96f4,Falzmaschinenbediener/Falzmaschinenbedienerin
B 23422-103,Buchbinder/Buchbinderin Fachrichtung Druckweiterverarbeitung (Serie),c11e2b53-06f7-465f-9b5c-708016bc96f4,Falzmaschinenbediener/Falzmaschinenbedienerin
B 23122-109,Papierverarbeiter/Papierverarbeiterin,c11e2b53-06f7-465f-9b5c-708016bc96f4,Falzmaschinenbediener/Falzmaschinenbedienerin
B 23122-114,Maschinen- und Anlagenführer/Maschinen- und Anlagenführerin Schwerpunkt Druckweiter- und Papierverarbeitung,c11e2b53-06f7-465f-9b5c-708016bc96f4,Falzmaschinenbediener/Falzmaschinenbedienerin
B 23422-116,Buchbinder/Buchbinderin,c11e2b53-06f7-465f-9b5c-708016bc96f4,Falzmaschinenbediener/Falzmaschinenbedienerin
B 23422-117,Medientechnologe/Medientechnologin Druckverarbeitung,c11e2b53-06f7-465f-9b5c-708016bc96f4,Falzmaschinenbediener/Falzmaschinenbedienerin
B 61212-100,Kaufmann/Kauffrau im Groß- und Außenhandel Fachrichtung Außenhandel,c143d51a-5267-41a8-a73b-9022cf74c495,Import-/Exportsachbearbeiter für Büromaschinen und -geräte/Import-/Exportsachbearbeiterin für Büromaschinen und -geräte
B 83194-100,Leiter/Leiterin von Werkstätten für behinderte Menschen,c18fddf5-cfc4-4f9c-94d6-86608faaa1dd,Manager im Bereich soziale Dienste/Managerin im Bereich soziale Dienste
B 73223-105,Fachwirt/Fachwirtin in der Alten- und Krankenpflege,c18fddf5-cfc4-4f9c-94d6-86608faaa1dd,Manager im Bereich soziale Dienste/Managerin im Bereich soziale Dienste
B 83194-102,Heimleiter/Heimleiterin,c18fddf5-cfc4-4f9c-94d6-86608faaa1dd,Manager im Bereich soziale Dienste/Managerin im Bereich soziale Dienste
B 83194-103,Erwachsenenheimleiter/Erwachsenenheimleiterin,c18fddf5-cfc4-4f9c-94d6-86608faaa1dd,Manager im Bereich soziale Dienste/Managerin im Bereich soziale Dienste
B 73223-106,Staatlich geprüfter Fachwirt/Staatlich geprüfte Fachwirtin für Organisation und Führung Schwerpunkt Sozialpädagogik,c18fddf5-cfc4-4f9c-94d6-86608faaa1dd,Manager im Bereich soziale Dienste/Managerin im Bereich soziale Dienste
B 83124-123,Sozialarbeiter/Sozialpädagoge / Sozialarbeiterin/Sozialpädagogin,c18fddf5-cfc4-4f9c-94d6-86608faaa1dd,Manager im Bereich soziale Dienste/Managerin im Bereich soziale Dienste
B 62412-106,Pharmazeutisch-kaufmännischer Angestellter/Pharmazeutisch-kaufmännische Angestellte,c1a86d6d-7785-43e1-994b-958eba58fff7,Pharmazeutisch-kaufmännischer Angestellter/Pharmazeutisch-kaufmännische Angestellte
B 51694-103,Leiter/Leiterin für Logistik,c1ee52e0-f30a-4f8d-a7f5-b07f5f06f88f,Vertriebsleiter für Milchprodukte und Speiseöle/Vertriebsleiterin für Milchprodukte und Speiseöle
B 22102-116,Laminierer/Laminiererin (Kunststoffverarbeitung),c22724a3-079c-4897-bd92-d99e068b6ffc,Pultrusionsmaschinenbediener/Pultrusionmaschinenbedienerin
B 22102-122,Verfahrensmechaniker/Verfahrensmechanikerin für Kunststoff- und Kautschuktechnik (mit Schwerpunkten),c22724a3-079c-4897-bd92-d99e068b6ffc,Pultrusionsmaschinenbediener/Pultrusionmaschinenbedienerin
B 25122-114,Maschinen- und Anlagenführer/Maschinen- und Anlagenführerin (ohne Angabe des Schwerpunkts),c22724a3-079c-4897-bd92-d99e068b6ffc,Pultrusionsmaschinenbediener/Pultrusionmaschinenbedienerin
B 22102-142,Kunststoff-Formgeber/Kunststoff-Formgeberin,c22724a3-079c-4897-bd92-d99e068b6ffc,Pultrusionsmaschinenbediener/Pultrusionmaschinenbedienerin
B 24202-110,Maschinen- und Anlagenführer/Maschinen- und Anlagenführerin Schwerpunkt Metall- und Kunststofftechnik,c22724a3-079c-4897-bd92-d99e068b6ffc,Pultrusionsmaschinenbediener/Pultrusionmaschinenbedienerin
B 11123-100,Landwirtschaftliche/r Sachverständige/r,c25b3700-6095-42b7-99fc-b87dc326c044,Agrarwissenschaftler/Agrarwissenschaftlerin
B 11184-101,Pflanzenarzt/Pflanzenärztin,c25b3700-6095-42b7-99fc-b87dc326c044,Agrarwissenschaftler/Agrarwissenschaftlerin
B 11103-101,Beamter/Beamtin in der Agrarverwaltung (gehobener technischer Dienst),c25b3700-6095-42b7-99fc-b87dc326c044,Agrarwissenschaftler/Agrarwissenschaftlerin
B 11124-103,Beamter/Beamtin im höheren landwirtschaftlichen Dienst,c25b3700-6095-42b7-99fc-b87dc326c044,Agrarwissenschaftler/Agrarwissenschaftlerin
B 11104-111,Agrarwissenschaftler/Agrarwissenschaftlerin / Agrarökonom/Agrarökonomin,c25b3700-6095-42b7-99fc-b87dc326c044,Agrarwissenschaftler/Agrarwissenschaftlerin
B 84304-190,Wissenschaftlicher Mitarbeiter/Wissenschaftliche Mitarbeiterin an Hochschulen,c262bb96-03bb-4c97-a45b-0cf36db5b048,Wissenschaftlicher Mitarbeiter/Wissenschaftliche Mitarbeiterin
B 83193-102,Kindergartenleiter/Kindergartenleiterin,c269387f-a652-4880-860a-e91ef105bfb7,Kindergartenleiter/Kindergartenleiterin
B 83193-103,Fachwirt/Fachwirtin für Erziehungswesen,c269387f-a652-4880-860a-e91ef105bfb7,Kindergartenleiter/Kindergartenleiterin
B 51321-106,Plakatierer/Plakatiererin,c28cb56b-003e-499a-8dbf-b654864e7867,Plakatierer/Plakatiererin
B 84513-100,Fahrlehrer/Fahrlehrerin,c29f1a42-25cb-4192-9bc1-cc7560c00590,Lastwagenfahrlehrer/Lastwagenfahrlehrerin
B 81752-100,Heilpraktiker/Heilpraktikerin,c2a29b8d-1042-4766-a162-e174c7a77421,Therapeut Komplementärmedizin/Therapeutin Komplementärmedizin
B 81733-103,Atemtherapeut/Atemtherapeutin,c2a29b8d-1042-4766-a162-e174c7a77421,Therapeut Komplementärmedizin/Therapeutin Komplementärmedizin
B 24212-127,Federmacher/Federmacherin,c2d5daae-8f8a-45b1-8e76-3284b84ce195,Federmacher/Federmacherin
B 92203-104,Fundraiser/Fundraiserin,c2e6609d-0abe-4a38-b295-e06edbd52e82,Fundraiser/Fundraiserin
B 91334-144,Museumspädagoge/Museumspädagogin,c2efadc4-6f47-4f34-997b-dd80aba609dd,Kunstpädagoge/Kunstpädagogin
B 84434-105,Kreativitätspädagoge/Kreativitätspädagogin,c2efadc4-6f47-4f34-997b-dd80aba609dd,Kunstpädagoge/Kunstpädagogin
B 94704-109,Kunsthistoriker/Kunsthistorikerin,c2efadc4-6f47-4f34-997b-dd80aba609dd,Kunstpädagoge/Kunstpädagogin
B 91334-112,Pädagoge/Pädagogin,c2efadc4-6f47-4f34-997b-dd80aba609dd,Kunstpädagoge/Kunstpädagogin
B 91334-113,Kulturpädagoge/Kulturpädagogin,c2efadc4-6f47-4f34-997b-dd80aba609dd,Kunstpädagoge/Kunstpädagogin
B 84434-107,Kunstpädagoge/Kunstpädagogin,c2efadc4-6f47-4f34-997b-dd80aba609dd,Kunstpädagoge/Kunstpädagogin
B 94704-111,Kunstwissenschaftler/Kunstwissenschaftlerin,c2efadc4-6f47-4f34-997b-dd80aba609dd,Kunstpädagoge/Kunstpädagogin
B 53133-102,Geprüfte Brandschutzfachkraft,c302791c-6864-4ec5-9a6c-2fca38764f0e,Brandschutzinspektor/Brandschutzinspektorin
B 53133-103,Geprüfter Werkfeuerwehrtechniker/Geprüfte Werkfeuerwehrtechnikerin,c302791c-6864-4ec5-9a6c-2fca38764f0e,Brandschutzinspektor/Brandschutzinspektorin
B 53122-100,Brandbekämpfungsbeauftragter und Ersthelfer/Brandbekämpfungsbeauftragte und Ersthelferin,c302791c-6864-4ec5-9a6c-2fca38764f0e,Brandschutzinspektor/Brandschutzinspektorin
B 53134-105,Brandschutzsachverständiger/Brandschutzsachverständige,c302791c-6864-4ec5-9a6c-2fca38764f0e,Brandschutzinspektor/Brandschutzinspektorin
B 23112-100,Papiermacher/Papiermacherin Fachrichtung Zellstoff,c32155d3-9ac5-4e44-8e8b-25c47ad31c38,Zellstoffkocher/Zellstoffkocherin
B 23112-123,Papiertechnologe/Papiertechnologin Fachrichtung Zellstoff,c32155d3-9ac5-4e44-8e8b-25c47ad31c38,Zellstoffkocher/Zellstoffkocherin
B 23112-126,Papiertechnologe/Papiertechnologin,c32155d3-9ac5-4e44-8e8b-25c47ad31c38,Zellstoffkocher/Zellstoffkocherin
B 27183-100,Beamter/Beamtin in der Wehrverwaltung des Bundes (gehobener technischer Dienst),c36fc197-1f5b-4563-acd8-6f1d06aa1c03,Ingenieur Schiffbau und Meerestechnik/Ingenieurin Schiffbau und Meerestechnik
B 27184-100,Beamter/Beamtin in der Wehrverwaltung des Bundes (höherer technischer Dienst),c36fc197-1f5b-4563-acd8-6f1d06aa1c03,Ingenieur Schiffbau und Meerestechnik/Ingenieurin Schiffbau und Meerestechnik
B 25244-103,Ingenieur/Ingenieurin für Schiffbau und Meerestechnik,c36fc197-1f5b-4563-acd8-6f1d06aa1c03,Ingenieur Schiffbau und Meerestechnik/Ingenieurin Schiffbau und Meerestechnik
B 51332-112,Fachkraft für Hafenlogistik,c3760388-d070-491a-9c1f-be305a576815,Einsatzleiter im Hafenlotsendienst/Einsatzleiterin im Hafenlotsendienst
B 82233-101,Ernährungsberater/Ernährungsberaterin,c37d0026-989b-4705-9bcb-30cccd8308fa,Ernährungsberater Fertiggerichte/Ernährungsberaterin Fertiggerichte
B 26233-101,Geprüfter Kraftwerker/Geprüfte Kraftwerkerin,c3959398-a5d7-4b26-abcf-ef7af87e5822,Steuerer von Geothermiekraftwerken/Steuerin von Geothermiekraftwerken
B 71303-101,Fachkaufmann/Fachkauffrau in der Handwerkswirtschaft,c3aae59e-1441-4b3e-bdd1-6da50dc7cf42,Buchhalter/Buchhalterin
B 72213-100,Betriebswirt/Betriebswirtin (Fachschule) für Rechnungswesen,c3aae59e-1441-4b3e-bdd1-6da50dc7cf42,Buchhalter/Buchhalterin
B 72213-101,Buchhalter/Buchhalterin,c3aae59e-1441-4b3e-bdd1-6da50dc7cf42,Buchhalter/Buchhalterin
B 72213-103,Kontokorrentbuchhalter/Kontokorrentbuchhalterin,c3aae59e-1441-4b3e-bdd1-6da50dc7cf42,Buchhalter/Buchhalterin
B 72213-107,Fachagrarwirt/Fachagrarwirtin - Rechnungswesen,c3aae59e-1441-4b3e-bdd1-6da50dc7cf42,Buchhalter/Buchhalterin
B 72213-108,Geprüfter Fachkaufmann/Geprüfte Fachkauffrau - Geschäfts- und Finanzbuchführung,c3aae59e-1441-4b3e-bdd1-6da50dc7cf42,Buchhalter/Buchhalterin
B 71303-103,Geprüfter Industriefachwirt/Geprüfte Industriefachwirtin,c3aae59e-1441-4b3e-bdd1-6da50dc7cf42,Buchhalter/Buchhalterin
B 71302-105,Industriekaufmann/Industriekauffrau,c3aae59e-1441-4b3e-bdd1-6da50dc7cf42,Buchhalter/Buchhalterin
B 71303-104,Technischer Kaufmann/Technische Kauffrau,c3aae59e-1441-4b3e-bdd1-6da50dc7cf42,Buchhalter/Buchhalterin
B 71303-105,Technisch-kaufmännische Fachkraft im Handwerk,c3aae59e-1441-4b3e-bdd1-6da50dc7cf42,Buchhalter/Buchhalterin
B 71303-115,Technischer Fachwirt/Technische Fachwirtin,c3aae59e-1441-4b3e-bdd1-6da50dc7cf42,Buchhalter/Buchhalterin
B 71303-129,Geprüfter Kaufmännischer Fachwirt/Geprüfte Kaufmännische Fachwirtin nach der Handwerksordnung - Bachelor Professional für Kaufmännisches Management nach der Handwerksordnung,c3aae59e-1441-4b3e-bdd1-6da50dc7cf42,Buchhalter/Buchhalterin
B 72213-111,Assistent/Assistentin / Fachkraft für Rechnungswesen,c3aae59e-1441-4b3e-bdd1-6da50dc7cf42,Buchhalter/Buchhalterin
B 71303-141,Fachwirt/Fachwirtin - Wirtschaft,c3aae59e-1441-4b3e-bdd1-6da50dc7cf42,Buchhalter/Buchhalterin
B 72213-117,Finanzbuchhalter/Finanzbuchhalterin,c3aae59e-1441-4b3e-bdd1-6da50dc7cf42,Buchhalter/Buchhalterin
B 71303-156,Fachwirt/Fachwirtin für betriebliches Management,c3aae59e-1441-4b3e-bdd1-6da50dc7cf42,Buchhalter/Buchhalterin
B 71303-183,Geprüfter Fachmann/Geprüfte Fachfrau für kaufmännische Betriebsführung nach der Handwerksordnung,c3aae59e-1441-4b3e-bdd1-6da50dc7cf42,Buchhalter/Buchhalterin
B 72213-190,Fachassistent/Fachassistentin Rechnungswesen und Controlling,c3aae59e-1441-4b3e-bdd1-6da50dc7cf42,Buchhalter/Buchhalterin
B 72213-192,Fachassistent/Fachassistentin Land- und Forstwirtschaft,c3aae59e-1441-4b3e-bdd1-6da50dc7cf42,Buchhalter/Buchhalterin
B 72213-193,Fachassistent/Fachassistentin Digitalisierung und IT-Prozesse,c3aae59e-1441-4b3e-bdd1-6da50dc7cf42,Buchhalter/Buchhalterin
B 34393-122,Geprüfter Netzmeister/Geprüfte Netzmeisterin,c3abb0cb-c78c-4136-b9f9-f9feca9179fa,Fachkraft Gasversorgung
B 43104-121,Informatiker/Informatikerin (Hochschule),c3b82711-273d-4fa8-8de7-0ac3d99c16fc,Hochschullehrkraft für Informatik
B 81624-102,Klinischer Psychologe/Klinische Psychologin,c3c8c56c-b3ab-4425-a38a-abcace020d22,Klinischer Psychologe/Klinische Psychologin
B 81624-106,Neuropsychologe/Neuropsychologin,c3c8c56c-b3ab-4425-a38a-abcace020d22,Klinischer Psychologe/Klinische Psychologin
B 25212-105,Automobilmechaniker/Automobilmechanikerin,c3cae318-8b15-4339-a617-1a66b9ff6609,Kfz-Motorenbauer/Kfz-Motorenbauerin
B 25212-106,Kraftfahrzeugmechaniker/Kraftfahrzeugmechanikerin,c3cae318-8b15-4339-a617-1a66b9ff6609,Kfz-Motorenbauer/Kfz-Motorenbauerin
B 25212-122,Kraftfahrzeugmechatroniker/Kraftfahrzeugmechatronikerin Schwerpunkt Personenkraftwagentechnik,c3cae318-8b15-4339-a617-1a66b9ff6609,Kfz-Motorenbauer/Kfz-Motorenbauerin
B 25212-128,Kraftfahrzeugmechatroniker/Kraftfahrzeugmechatronikerin Schwerpunkt Nutzfahrzeugtechnik,c3cae318-8b15-4339-a617-1a66b9ff6609,Kfz-Motorenbauer/Kfz-Motorenbauerin
B 25252-104,Kraftfahrzeugmechatroniker/Kraftfahrzeugmechatronikerin Schwerpunkt Motorradtechnik,c3cae318-8b15-4339-a617-1a66b9ff6609,Kfz-Motorenbauer/Kfz-Motorenbauerin
B 22393-121,Fachwirt/Fachwirtin für Holzindustrie und Holzhandel,c3dc576e-2a58-4481-9b6f-9853067af8ea,Holzhändler/Holzhändlerin
B 22393-123,Betriebswirt/Betriebswirtin (Fachschule) für Holz,c3dc576e-2a58-4481-9b6f-9853067af8ea,Holzhändler/Holzhändlerin
B 22394-104,Holzwirt/Holzwirtin,c3dc576e-2a58-4481-9b6f-9853067af8ea,Holzhändler/Holzhändlerin
B 11424-100,Ingenieur/Ingenieurin für Fischereitechnik,c3fc5265-6333-483f-9339-b4b860efa08d,Fischereiaufseher/Fischereiaufseherin
B 29193-102,Brauer- und Mälzermeister/Brauer- und Mälzermeisterin,c4046ba8-cfe0-4748-beac-22e865962d75,Mälzereileiter/Mälzereileiterin
B 29103-104,Staatlich geprüfter Brau- und Getränketechnologe/Staatlich geprüfte Brau- und Getränketechnologin,c4046ba8-cfe0-4748-beac-22e865962d75,Mälzereileiter/Mälzereileiterin
B 29193-108,Betriebsbraumeister/Betriebsbraumeisterin,c4046ba8-cfe0-4748-beac-22e865962d75,Mälzereileiter/Mälzereileiterin
